Cliente,Recencia,Frecuencia,Monto,Sexo,GSE,Edad
6062,3,5,54.363,FEM,C3,51
6063,7,2,32.336,FEM,D,49
6064,6,1,15.921,FEM,C3,53
6065,1,9,475.518,MAS,D,49
6066,6,3,32.485,MAS,D,38
6067,1,9,275.818,FEM,ABC1,46
6068,1,8,203.753,FEM,D,50
6069,1,1,0.803,MAS,E,44
6070,1,6,80.807,FEM,ABC1,39
6071,3,1,5.047,MAS,D,47
6072,1,2,11.891,FEM,D,48
6073,1,10,122.287,MAS,D,50
6074,4,4,43.163,FEM,D,48
6075,4,2,5.482,FEM,,44
6076,1,6,115.25,MAS,C3,42
6077,3,6,43.067,FEM,D,37
6078,1,6,122.441,FEM,C3,42
6079,1,5,176.94,MAS,C3,39
6080,1,7,220.329,FEM,ABC1,52
6081,8,2,27.588,FEM,D,35
6082,1,9,130.593,MAS,E,48
6083,2,6,88.336,FEM,C3,50
6084,2,10,333.212,MAS,C3,49
6085,10,1,3.765,FEM,C3,51
6086,7,3,36.129,FEM,D,49
6087,2,5,67.047,FEM,C3,37
6088,1,6,83.737,FEM,ABC1,39
6089,2,4,51.198,FEM,ABC1,44
6090,2,2,48.796,MAS,E,52
6091,1,9,45.291,MAS,C3,50
6092,2,4,71.671,MAS,C3,42
6093,1,12,247.194,MAS,D,48
6094,1,7,195.726,FEM,ABC1,50
6095,1,10,48.066,FEM,E,50
6096,1,10,646.429,FEM,ABC1,50
6097,2,1,17.218,MAS,ABC1,39
6098,1,7,390.83,MAS,D,51
6099,1,9,239.561,MAS,ABC1,47
6100,1,5,289.368,FEM,C2,48
6101,7,5,74.628,MAS,D,49
6102,1,3,31.078,FEM,C3,53
6103,4,3,27.47,FEM,C3,49
6104,1,10,190.496,FEM,C3,51
6105,1,4,32.193,MAS,D,48
6106,1,10,306.827,FEM,C3,48
6107,11,1,11.424,FEM,ABC1,51
6108,2,2,40.087,FEM,D,52
6109,2,11,504.747,MAS,C3,52
6110,3,1,5.946,MAS,C3,51
6111,1,2,12.619,FEM,,51
6112,1,2,21.321,FEM,C3,51
6113,1,10,148.339,MAS,D,51
6114,2,4,47.113,MAS,E,53
6115,6,2,69.932,FEM,D,52
6116,1,9,139.739,MAS,C3,51
6117,2,5,88.683,MAS,E,50
6118,1,11,296.236,FEM,D,51
6119,9,1,7.378,MAS,D,51
6120,12,1,26.929,MAS,D,49
6121,2,10,371.116,FEM,C3,52
6122,1,5,151.561,MAS,C3,37
6123,1,4,53.305,FEM,C3,49
6124,1,7,241.124,FEM,C3,49
6125,1,9,194.118,FEM,C3,50
6126,1,11,221.045,FEM,C3,49
6127,9,1,5.029,MAS,ABC1,50
6128,1,5,214.304,FEM,D,48
6129,1,5,64.813,FEM,C3,51
6130,1,3,59.985,MAS,C3,48
6131,1,10,194.259,MAS,ABC1,49
6132,4,1,15.692,FEM,C3,46
6133,5,1,11.933,FEM,ABC1,51
6134,1,5,135.001,FEM,C3,51
6135,1,11,87.445,MAS,C3,46
6136,3,4,72.366,FEM,E,49
6137,4,1,19.36,MAS,C3,48
6138,1,12,761.76,FEM,C2,52
6139,3,2,28.798,FEM,C3,51
6140,1,10,124.366,FEM,C3,51
6141,2,5,128.207,FEM,C3,49
6142,11,1,5.234,MAS,C3,49
6143,1,3,119.639,MAS,C3,49
6144,1,1,105.087,FEM,C3,40
6145,1,4,112.216,FEM,D,48
6146,9,1,1.578,FEM,D,47
6147,1,6,152.342,MAS,C3,48
6148,1,10,414.579,MAS,C3,47
6149,2,7,111.142,FEM,C3,47
6150,1,10,74.534,MAS,D,39
6151,3,6,82.971,MAS,C3,46
6152,1,3,18.151,FEM,E,48
6153,7,1,15.08,MAS,C2,35
6154,1,8,342.603,MAS,C3,38
6155,9,3,59.609,FEM,D,54
6156,2,11,227.028,MAS,C2,44
6157,1,2,26.929,MAS,C3,45
6158,1,8,282.882,MAS,ABC1,42
6159,12,1,13.765,MAS,C3,48
6160,1,5,40.4,MAS,C3,48
6161,1,12,215.311,MAS,D,48
6162,1,10,223.942,FEM,C3,51
6163,1,3,52.488,MAS,D,49
6164,1,12,1383.024,MAS,D,38
6165,1,6,90.129,FEM,ABC1,48
6166,4,6,43.69,MAS,C3,44
6167,1,2,2.971,FEM,D,48
6168,2,10,70.226,FEM,C3,53
6169,1,9,366.457,MAS,ABC1,50
6170,3,3,276.922,FEM,C3,49
6171,1,7,130.98,MAS,C3,42
6172,3,3,80.342,FEM,C2,43
6173,1,6,42.4,FEM,C3,48
6174,6,2,34.173,FEM,D,47
6175,1,9,325.836,FEM,ABC1,51
6176,1,11,209.37,FEM,ABC1,46
6177,5,3,26.77,MAS,C3,51
6178,1,12,527.58,FEM,E,52
6179,1,6,143.075,FEM,C3,49
6180,1,11,1358.908,FEM,D,48
6181,1,8,193.938,MAS,C3,38
6182,2,7,71.927,MAS,C3,44
6183,6,1,17.472,MAS,ABC1,53
6184,1,4,124.26,FEM,D,54
6185,3,7,166.371,FEM,C3,37
6186,1,8,111.305,FEM,E,53
6187,1,1,1.403,FEM,E,53
6188,2,2,4.693,,C3,
6189,3,2,11.36,FEM,D,49
6190,1,2,30.008,MAS,D,51
6191,2,5,69.018,FEM,C3,53
6192,3,5,74.826,FEM,C3,37
6193,8,1,3.345,FEM,D,49
6194,1,11,4206.022,MAS,E,47
6195,1,4,12.632,FEM,E,50
6196,1,4,46.209,FEM,E,51
6197,6,3,54.48,FEM,C3,52
6198,1,6,49.957,FEM,D,51
6199,1,12,360.649,MAS,D,50
6200,1,5,67.299,FEM,C3,52
6201,11,1,6.933,FEM,D,49
6202,3,3,46.412,MAS,ABC1,48
6203,1,10,152.924,MAS,C3,51
6204,2,11,193.516,MAS,C3,50
6205,2,9,219.287,FEM,C3,53
6206,1,4,14.425,FEM,C3,49
6207,1,11,199.777,MAS,C3,37
6208,1,12,588.066,FEM,C3,50
6209,1,12,347.078,MAS,C3,51
6210,1,12,2867.548,MAS,ABC1,41
6211,1,12,928.327,MAS,ABC1,48
6212,3,6,172.217,FEM,C3,49
6213,1,5,72.571,MAS,C3,49
6214,1,10,62.421,FEM,E,51
6215,2,3,36.181,MAS,,50
6216,1,3,14.961,FEM,D,51
6217,1,5,149.449,FEM,ABC1,50
6218,1,3,69.687,MAS,D,50
6219,1,8,309.66,FEM,C3,51
6220,1,11,201.915,FEM,E,52
6221,1,11,240.455,MAS,C3,50
6222,5,1,12.845,MAS,ABC1,50
6223,1,12,668.252,MAS,E,50
6224,1,11,1383.886,FEM,ABC1,49
6225,1,11,350.264,MAS,C3,49
6226,1,10,79.236,FEM,C3,50
6227,10,1,20.235,FEM,C3,50
6228,3,6,46.247,FEM,D,50
6229,1,7,27.94,MAS,E,51
6230,1,5,34.424,MAS,C3,51
6231,1,7,31.247,MAS,D,51
6232,1,12,657.185,FEM,C3,50
6233,5,1,1.664,FEM,D,50
6234,6,3,81.15,FEM,D,50
6235,5,2,36.041,FEM,E,53
6236,3,7,115.861,MAS,E,51
6237,1,9,360.72,MAS,C2,51
6238,8,3,42.274,FEM,C3,52
6239,2,8,141.33,MAS,C2,48
6240,2,3,28.766,FEM,C3,46
6241,2,2,31.244,FEM,C3,56
6242,1,7,137.031,MAS,C3,50
6243,1,9,199.018,FEM,C3,52
6244,4,1,10.689,MAS,C3,52
6245,1,11,773.624,FEM,ABC1,48
6246,2,2,19.089,MAS,ABC1,48
6247,1,4,112.132,MAS,C3,51
6248,1,6,254.799,FEM,ABC1,50
6249,2,7,200.52,MAS,C2,52
6250,1,9,504.114,FEM,D,52
6251,1,11,323.751,FEM,D,47
6252,1,12,578.545,MAS,C3,50
6253,5,2,7.328,FEM,D,53
6254,6,3,95.456,FEM,D,49
6255,3,3,74.934,FEM,C3,51
6256,7,3,16.178,FEM,C3,49
6257,10,1,10.139,FEM,ABC1,48
6258,10,2,42.871,FEM,D,52
6259,1,12,715.429,FEM,ABC1,48
6260,2,5,91.957,MAS,C3,51
6261,1,12,675.603,MAS,ABC1,49
6262,1,4,135.475,MAS,C2,50
6263,1,7,136.516,MAS,C3,48
6264,1,8,241.986,FEM,ABC1,50
6265,1,5,122.66,MAS,ABC1,49
6266,1,7,92.696,MAS,C3,38
6267,1,12,727.495,FEM,ABC1,51
6268,3,4,53.245,FEM,D,51
6269,3,4,148.449,FEM,C3,49
6270,2,9,480.579,MAS,ABC1,48
6271,1,6,30.158,MAS,C3,48
6272,1,10,228.424,MAS,D,51
6273,1,3,46.591,FEM,D,51
6274,8,2,14.777,FEM,C3,49
6275,8,4,48.848,FEM,D,53
6276,1,6,105.992,FEM,C3,48
6277,1,11,353.012,MAS,D,47
6278,1,10,1221.681,FEM,C2,44
6279,1,8,73.847,FEM,E,50
6280,1,7,93.067,MAS,C3,52
6281,1,7,91.724,FEM,C2,53
6282,2,3,43.008,FEM,E,52
6283,1,12,151.156,MAS,E,45
6284,1,12,226.718,MAS,E,43
6285,1,9,182.05,MAS,C3,51
6286,2,9,196.05,FEM,D,50
6287,2,5,46.734,FEM,C3,49
6288,3,1,13.092,MAS,,51
6289,1,10,209.95,FEM,D,50
6290,1,4,46.532,FEM,C3,50
6291,1,9,213.397,MAS,D,48
6292,1,4,63.483,MAS,C3,45
6293,1,9,111.462,FEM,D,50
6294,2,2,7.964,FEM,C3,51
6295,11,1,9.798,FEM,E,56
6296,3,2,35.937,FEM,E,50
6297,1,12,273.745,FEM,E,49
6298,1,1,8.555,MAS,E,48
6299,1,9,78.081,MAS,C3,50
6300,2,3,78.492,FEM,E,48
6301,3,3,50.889,MAS,D,50
6302,10,1,2.983,FEM,D,48
6303,1,10,295.585,MAS,E,10
6304,8,1,18.891,MAS,E,49
6305,1,2,69.56,FEM,C2,49
6306,4,4,56.871,FEM,C3,49
6307,3,2,43.772,FEM,E,48
6308,1,4,137.235,FEM,D,49
6309,1,12,628.577,FEM,D,49
6310,4,1,1.672,FEM,E,48
6311,1,9,160.371,FEM,D,49
6312,2,7,56.348,FEM,D,49
6313,1,5,80.955,FEM,C3,50
6314,7,1,22.937,FEM,C3,48
6315,9,4,44.656,FEM,C3,48
6316,1,12,337.482,FEM,C3,48
6317,1,10,348.506,MAS,E,41
6318,1,2,36.361,MAS,D,51
6319,5,5,43.55,MAS,E,52
6320,4,1,6.215,FEM,E,46
6321,3,7,156.042,MAS,C3,36
6322,1,12,864.209,MAS,C3,50
6323,1,7,115.781,MAS,C3,47
6324,1,3,123.332,MAS,E,52
6325,2,8,166.637,FEM,ABC1,35
6326,2,10,303.022,FEM,C3,51
6327,4,2,16.066,MAS,D,49
6328,1,9,636.639,FEM,C3,50
6329,1,12,408.387,MAS,C3,52
6330,4,2,17.261,MAS,C2,48
6331,1,5,28.571,MAS,D,47
6332,1,5,122.806,FEM,C3,50
6333,2,8,27.362,MAS,E,51
6334,3,10,28.663,FEM,C3,48
6335,1,12,388.402,MAS,C3,49
6336,1,9,285.387,FEM,D,50
6337,1,12,272.639,FEM,D,52
6338,3,3,14.169,MAS,C3,50
6339,1,6,153.419,FEM,D,47
6340,3,6,56.399,MAS,C3,52
6341,1,4,51.233,FEM,D,43
6342,4,2,19.807,FEM,D,49
6343,1,12,883.994,MAS,D,48
6344,1,2,12.395,FEM,C3,50
6345,4,4,12.75,MAS,C3,49
6346,1,12,242.981,MAS,C3,49
6347,3,4,44.66,FEM,C3,52
6348,1,7,145.439,MAS,C3,48
6349,1,12,794.203,FEM,,53
6350,1,3,38.082,MAS,D,52
6351,4,3,52.66,MAS,C3,49
6352,1,8,189.479,MAS,D,47
6353,4,4,31.641,FEM,E,51
6354,11,1,7.588,FEM,C3,47
6355,1,11,304.986,MAS,ABC1,49
6356,12,1,0.832,FEM,,51
6357,1,2,10.674,FEM,D,50
6358,2,6,78.086,FEM,C3,41
6359,1,11,293.256,MAS,C2,47
6360,5,2,13.411,FEM,D,48
6361,1,6,184.671,MAS,E,49
6362,1,7,217.061,FEM,C3,52
6363,1,3,79.999,FEM,E,51
6364,8,1,1.867,FEM,ABC1,54
6365,1,8,89.906,MAS,C3,50
6366,7,1,11.347,FEM,C3,42
6367,1,12,793.914,MAS,C3,51
6368,1,12,3138.897,FEM,ABC1,49
6369,1,5,126.364,FEM,ABC1,44
6370,1,1,7.883,FEM,C3,49
6371,6,3,7.203,FEM,C3,51
6372,6,3,44.989,FEM,C3,53
6373,2,6,46.749,FEM,C3,51
6374,1,11,559.01,MAS,ABC1,48
6375,2,11,571.78,MAS,D,45
6376,1,9,618.461,FEM,C3,49
6377,5,5,146.355,FEM,D,49
6378,1,6,203.303,FEM,C3,39
6379,1,9,299.164,FEM,C3,40
6380,1,2,10.614,FEM,C2,44
6381,2,7,128.845,MAS,ABC1,47
6382,1,6,108.719,FEM,C3,37
6383,1,11,129.647,MAS,E,39
6384,1,5,48.475,MAS,C3,37
6385,1,1,2.471,FEM,E,37
6386,1,10,271.166,MAS,D,47
6387,1,10,183.829,MAS,D,39
6388,7,1,5.874,FEM,D,47
6389,1,1,50.265,MAS,C3,46
6390,12,1,4.084,MAS,D,45
6391,1,1,12.171,FEM,,44
6392,1,4,44.749,FEM,C3,38
6393,1,7,301.082,MAS,ABC1,47
6394,7,1,11.934,MAS,C3,37
6395,1,10,426.548,FEM,D,48
6396,1,9,216.278,MAS,C3,50
6397,1,10,219.92,FEM,C3,50
6398,1,2,18.947,MAS,D,49
6399,1,5,57.117,FEM,D,50
6400,1,11,725.592,MAS,C3,50
6401,4,4,30.352,MAS,C3,44
6402,3,2,24.747,MAS,C3,50
6403,1,7,198.031,MAS,C3,50
6404,1,7,217.718,FEM,D,35
6405,2,9,338.385,MAS,D,47
6406,1,10,524.909,MAS,D,51
6407,1,8,184.871,MAS,C3,50
6408,1,4,71.529,MAS,C3,51
6409,1,5,91.476,MAS,C3,51
6410,1,5,49.8,MAS,C3,45
6411,5,4,33.359,MAS,C3,47
6412,1,12,427.612,FEM,C2,47
6413,1,5,300.112,MAS,C3,47
6414,2,9,188.142,FEM,ABC1,37
6415,4,3,62.122,MAS,C3,47
6416,9,2,20.197,MAS,E,62
6417,12,1,2.303,FEM,,44
6418,1,7,188.618,MAS,ABC1,39
6419,1,10,297.982,MAS,ABC1,40
6420,1,9,49.379,MAS,D,46
6421,2,4,77.916,FEM,D,54
6422,1,10,305.573,FEM,ABC1,47
6423,1,7,127.372,MAS,C2,42
6424,1,4,58.485,FEM,D,51
6425,1,11,473.105,MAS,C2,47
6426,1,3,93.219,FEM,ABC1,42
6427,1,10,381.142,MAS,C3,50
6428,1,12,633.876,MAS,D,49
6429,1,2,11.404,FEM,D,51
6430,1,2,39.071,FEM,E,50
6431,1,6,155.051,FEM,C3,50
6432,3,3,10.228,MAS,C3,47
6433,3,2,13.574,MAS,ABC1,44
6434,3,2,15.798,FEM,D,51
6435,2,8,104.245,MAS,C3,51
6436,1,8,73.62,FEM,C3,52
6437,1,10,429.935,FEM,C3,52
6438,1,3,15.456,FEM,D,49
6439,1,12,915.606,FEM,C3,46
6440,1,6,96.248,MAS,D,52
6441,1,5,56.664,FEM,ABC1,53
6442,10,1,4.353,FEM,D,51
6443,1,11,302.884,FEM,D,50
6444,1,4,39.1,FEM,E,49
6445,1,2,43.297,FEM,D,54
6446,1,10,501.05,MAS,C3,50
6447,2,1,3.396,MAS,C3,48
6448,1,4,18.664,MAS,E,51
6449,1,7,69.011,FEM,C3,51
6450,2,4,70.099,FEM,E,49
6451,1,7,155.928,FEM,D,51
6452,2,6,57.543,FEM,C2,49
6453,1,12,925.112,FEM,C3,50
6454,4,2,11.181,FEM,D,50
6455,1,4,31.974,MAS,C3,50
6456,2,5,81.919,FEM,D,50
6457,6,2,54.699,FEM,C3,51
6458,4,8,63.304,FEM,D,49
6459,11,2,16.866,FEM,E,50
6460,4,3,68.576,FEM,C3,50
6461,2,8,176.01,MAS,D,51
6462,1,7,81.247,MAS,C3,51
6463,5,1,4.374,MAS,C3,51
6464,1,5,52.542,MAS,C3,50
6465,1,5,53.37,FEM,E,50
6466,1,1,16.454,FEM,E,49
6467,1,11,431.721,MAS,E,50
6468,1,11,237,FEM,C3,50
6469,2,5,81.462,MAS,E,43
6470,2,9,881.919,MAS,C3,45
6471,2,8,332.475,MAS,C3,51
6472,3,4,68.478,,C3,
6473,4,1,3.464,MAS,C3,44
6474,9,1,59.882,FEM,C3,51
6475,1,8,139.718,MAS,D,50
6476,1,4,67.587,MAS,C3,49
6477,1,7,273.735,FEM,C3,48
6478,1,9,624.421,FEM,C3,47
6479,7,1,113.292,MAS,D,52
6480,1,12,401.688,FEM,C3,50
6481,1,1,33.46,MAS,E,49
6482,2,3,32.319,FEM,C3,51
6483,1,2,21.212,FEM,D,54
6484,10,1,18.277,FEM,C3,48
6485,1,12,361.255,FEM,C3,52
6486,2,8,130.709,FEM,C3,54
6487,3,1,3.521,FEM,,50
6488,5,2,48.708,MAS,ABC1,52
6489,1,6,147.949,FEM,ABC1,37
6490,1,7,80.682,FEM,E,50
6491,1,2,15.303,FEM,D,52
6492,3,5,53.165,FEM,C3,52
6493,6,2,17.269,MAS,E,49
6494,1,9,271.315,MAS,C3,49
6495,1,5,211.475,MAS,E,51
6496,1,12,438.17,MAS,E,43
6497,1,9,276.871,FEM,ABC1,44
6498,2,8,223.613,FEM,ABC1,42
6499,1,3,72.879,FEM,ABC1,37
6500,10,3,39.877,MAS,ABC1,49
6501,2,3,64.929,FEM,D,52
6502,8,3,16.739,MAS,,49
6503,1,1,14.261,FEM,D,51
6504,1,6,184.017,FEM,C3,51
6505,2,1,73.924,MAS,C2,50
6506,2,9,215.726,FEM,D,44
6507,2,7,118.021,FEM,D,48
6508,1,4,104.034,MAS,D,50
6509,12,1,5.622,MAS,D,50
6510,6,1,4.992,FEM,D,51
6511,1,11,295.442,MAS,D,49
6512,1,3,13.57,MAS,E,50
6513,1,2,7.483,FEM,C3,50
6514,2,3,46.5,MAS,D,51
6515,1,5,64.198,MAS,C3,49
6516,8,1,12.916,MAS,D,46
6517,7,1,7.461,MAS,D,49
6518,1,8,107.588,MAS,E,52
6519,5,1,6.109,MAS,C3,51
6520,1,10,448.404,MAS,C2,48
6521,3,2,16.131,MAS,C3,50
6522,1,11,363.018,FEM,C3,44
6523,1,9,168.293,MAS,C2,50
6524,1,9,208.9,MAS,D,46
6525,3,4,67.861,MAS,C3,51
6526,1,12,365.636,MAS,E,49
6527,1,4,24.27,FEM,C2,49
6528,1,11,530.479,FEM,C3,50
6529,1,1,2.092,MAS,D,50
6530,1,11,324.982,FEM,E,48
6531,1,4,57.563,MAS,D,49
6532,3,3,28.071,FEM,D,50
6533,1,6,84.525,FEM,ABC1,50
6534,2,2,51.204,MAS,E,50
6535,1,8,341.911,FEM,C2,50
6536,1,12,351.098,MAS,C3,49
6537,1,9,203.718,FEM,D,50
6538,5,3,22.765,FEM,D,48
6539,1,9,410.831,FEM,C3,49
6540,8,2,17.555,FEM,C3,49
6541,1,12,1334.819,FEM,C3,52
6542,1,12,373.963,FEM,E,56
6543,1,10,209.216,FEM,C3,52
6544,9,3,111.007,FEM,D,52
6545,10,3,19.126,FEM,C3,53
6546,4,2,7.619,FEM,C3,42
6547,12,1,10.076,FEM,,52
6548,3,1,10.345,FEM,E,48
6549,10,1,18.765,MAS,ABC1,51
6550,1,1,4.773,FEM,,55
6551,2,10,332.893,FEM,C3,54
6552,1,2,14.993,FEM,C3,52
6553,7,2,46.54,FEM,D,51
6554,1,1,8.987,FEM,C2,52
6555,1,7,124.099,FEM,ABC1,37
6556,9,3,54.53,FEM,C3,50
6557,5,1,11.924,FEM,E,53
6558,2,5,180.035,MAS,C3,52
6559,1,8,56.852,FEM,E,54
6560,1,11,274.121,MAS,E,39
6561,7,4,19.402,MAS,D,47
6562,1,4,80.962,FEM,D,47
6563,1,5,80.599,FEM,D,53
6564,1,7,67.266,FEM,D,52
6565,1,1,3.941,FEM,D,47
6566,1,9,81.078,FEM,C3,51
6567,1,2,26.668,MAS,ABC1,48
6568,1,11,200.418,MAS,C3,50
6569,2,4,45.23,FEM,D,51
6570,1,11,274.184,FEM,ABC1,51
6571,1,5,182.772,MAS,ABC1,47
6572,3,1,23.19,FEM,C3,50
6573,1,2,42.067,MAS,C2,49
6574,12,1,1.588,MAS,C3,52
6575,1,5,21.238,FEM,E,45
6576,7,2,20.563,FEM,C3,51
6577,1,10,186.476,FEM,ABC1,44
6578,1,12,737.382,MAS,C3,41
6579,4,4,40.549,FEM,C3,50
6580,1,12,1158.513,MAS,ABC1,46
6581,1,7,90.734,FEM,D,49
6582,1,11,333.087,FEM,D,49
6583,1,12,991.245,FEM,C3,46
6584,1,12,1029.232,MAS,C2,44
6585,4,8,89.05,MAS,C2,47
6586,2,1,46.998,FEM,C3,52
6587,1,11,483.612,MAS,ABC1,49
6588,1,12,218.818,FEM,D,43
6589,1,11,435.541,MAS,C3,48
6590,3,8,170.174,FEM,D,50
6591,4,8,310.332,MAS,C3,46
6592,1,10,139.071,FEM,,46
6593,1,9,205.275,FEM,C3,52
6594,1,6,150.655,FEM,C2,47
6595,2,8,191.887,FEM,C3,50
6596,1,1,32.584,MAS,E,50
6597,1,3,21.403,FEM,C3,51
6598,1,2,32.457,MAS,D,51
6599,1,2,13.412,FEM,E,51
6600,1,9,255.376,FEM,C3,52
6601,3,6,29.823,FEM,D,53
6602,1,5,63.68,FEM,E,51
6603,4,4,112.613,FEM,D,53
6604,1,9,71.835,FEM,D,52
6605,2,6,82.587,FEM,D,52
6606,5,1,9.754,FEM,D,52
6607,2,7,80.976,FEM,E,51
6608,9,2,13.252,FEM,E,51
6609,5,3,8.257,FEM,C3,51
6610,1,12,350.052,FEM,C3,52
6611,9,2,4.874,FEM,E,50
6612,1,10,314.627,MAS,C3,51
6613,3,5,41.962,FEM,C3,51
6614,1,3,26.273,FEM,D,51
6615,2,5,125.742,FEM,D,52
6616,1,7,121.652,FEM,E,51
6617,4,7,86.854,FEM,E,52
6618,1,9,252.417,FEM,ABC1,51
6619,1,10,503.673,FEM,D,48
6620,1,6,41.012,MAS,C3,51
6621,1,11,286.002,FEM,D,50
6622,1,11,665.372,FEM,C3,54
6623,12,1,2.588,MAS,C3,51
6624,2,2,25.368,MAS,D,51
6625,1,7,105.726,FEM,D,50
6626,1,9,166.067,FEM,C3,51
6627,2,8,303.784,MAS,ABC1,52
6628,1,5,16.069,FEM,C3,52
6629,1,11,435.766,MAS,C3,52
6630,5,5,155.956,FEM,C3,53
6631,1,6,169.187,MAS,E,50
6632,2,2,9.377,MAS,E,53
6633,1,9,142.27,FEM,E,49
6634,1,11,262.023,FEM,C3,50
6635,2,3,13.987,FEM,D,51
6636,1,12,609.727,FEM,C3,50
6637,6,1,14.513,FEM,D,53
6638,1,5,44.479,FEM,E,46
6639,1,11,722.629,FEM,C3,48
6640,2,11,653.945,FEM,C3,51
6641,1,7,169.553,MAS,C2,42
6642,4,3,59.238,MAS,C2,35
6643,1,4,34.027,FEM,E,53
6644,1,11,428.22,FEM,D,45
6645,1,12,1682.676,FEM,ABC1,47
6646,11,1,5.797,FEM,E,54
6647,1,12,600.442,FEM,C3,43
6648,8,2,57.905,FEM,C3,51
6649,2,8,194.492,MAS,C3,37
6650,2,9,77.357,FEM,D,52
6651,2,8,143.062,MAS,D,47
6652,3,5,169.008,FEM,C3,48
6653,2,6,38.501,FEM,D,49
6654,1,1,5.771,FEM,D,53
6655,1,6,121.13,FEM,D,53
6656,2,5,82.876,MAS,C3,49
6657,1,12,317.661,FEM,C3,51
6658,1,7,118.409,,,
6659,2,1,38.61,MAS,D,48
6660,1,8,166.32,MAS,C3,48
6661,2,3,32.504,,,
6662,1,9,146.122,FEM,D,50
6663,3,5,22.548,FEM,C3,50
6664,1,3,55.682,MAS,C2,48
6665,2,8,93.653,MAS,C2,48
6666,2,2,66.453,MAS,C3,44
6667,2,7,195.925,MAS,D,49
6668,2,4,29.289,MAS,D,46
6669,1,11,76.31,FEM,D,51
6670,4,7,194.889,FEM,E,52
6671,2,2,16.877,MAS,D,49
6672,1,6,72.104,FEM,C3,44
6673,3,8,328.587,FEM,ABC1,45
6674,1,5,51.824,FEM,C3,44
6675,12,1,5.706,FEM,C3,45
6676,9,1,1.714,FEM,C3,49
6677,4,8,86.773,FEM,D,49
6678,1,5,67.637,MAS,D,50
6679,3,2,32.824,FEM,C3,51
6680,2,3,23.98,FEM,D,51
6681,9,2,4.059,FEM,C3,50
6682,1,12,328.397,FEM,C3,48
6683,1,7,92.824,FEM,ABC1,49
6684,8,2,66.996,FEM,C3,49
6685,4,1,9.906,FEM,C3,49
6686,3,1,14.278,MAS,D,49
6687,1,8,108.408,FEM,E,49
6688,1,12,501.895,MAS,D,48
6689,6,2,42.157,FEM,D,50
6690,3,3,43.101,FEM,C3,50
6691,1,11,298.72,FEM,C3,48
6692,5,4,53.766,FEM,E,49
6693,1,12,532.142,FEM,E,49
6694,1,7,55.758,MAS,C3,48
6695,7,3,43.466,FEM,D,49
6696,3,5,36.694,FEM,C3,50
6697,1,7,162.106,MAS,C3,51
6698,11,1,2.933,MAS,C3,
6699,1,9,217.398,FEM,C3,51
6700,3,2,18.106,FEM,D,52
6701,9,3,8.211,MAS,C3,52
6702,1,6,125.877,MAS,D,49
6703,1,11,284.936,FEM,C3,49
6704,4,2,10.192,FEM,E,49
6705,2,5,59.116,MAS,C3,51
6706,1,5,94.71,FEM,C3,50
6707,4,3,59.02,FEM,D,52
6708,1,2,42.131,FEM,C3,52
6709,1,2,29.994,FEM,C3,52
6710,1,10,424.961,MAS,C3,50
6711,1,4,44.261,FEM,ABC1,53
6712,1,10,234.94,FEM,E,54
6713,1,3,21.697,FEM,E,51
6714,6,1,24.748,FEM,D,52
6715,1,7,218.174,FEM,C3,37
6716,6,2,40.353,MAS,D,47
6717,1,10,506.287,FEM,C3,49
6718,2,9,413.245,MAS,ABC1,43
6719,6,2,4.681,MAS,ABC1,50
6720,4,7,104.297,FEM,C2,52
6721,4,6,185.974,MAS,C3,49
6722,1,5,151.674,MAS,ABC1,43
6723,1,7,39.426,FEM,,43
6724,1,12,447.602,FEM,D,48
6725,1,11,339.808,FEM,C3,50
6726,2,5,34.219,MAS,C3,50
6727,1,12,662.614,FEM,C3,43
6728,4,2,49.552,MAS,C3,37
6729,3,3,54.516,FEM,C2,49
6730,1,5,163.02,FEM,C3,49
6731,1,4,148.45,FEM,,53
6732,2,6,103.166,FEM,C3,49
6733,1,1,13.37,MAS,,50
6734,3,4,146.243,MAS,D,50
6735,3,2,30.979,FEM,ABC1,47
6736,1,8,92.336,FEM,C2,50
6737,1,11,634.518,MAS,E,40
6738,1,1,8.287,MAS,D,49
6739,1,4,177.427,FEM,ABC1,37
6740,1,1,16.406,FEM,E,46
6741,1,1,13.437,MAS,C3,45
6742,1,12,2989.195,MAS,D,46
6743,3,4,56.459,FEM,D,50
6744,2,1,2.953,FEM,E,48
6745,1,11,817.808,MAS,C3,47
6746,12,1,13.203,MAS,C3,47
6747,1,12,231.297,FEM,D,46
6748,1,9,119.073,MAS,E,49
6749,1,7,188.738,MAS,ABC1,43
6750,6,6,333.565,MAS,ABC1,44
6751,6,2,14.689,FEM,D,54
6752,1,8,172.77,FEM,D,49
6753,1,9,92.238,MAS,E,48
6754,3,2,46.334,FEM,ABC1,48
6755,1,5,84.32,MAS,C3,49
6756,5,2,41.782,FEM,D,49
6757,1,1,50.959,MAS,C3,50
6758,6,1,35.441,MAS,D,49
6759,2,6,135.626,MAS,C2,50
6760,1,6,125.841,FEM,C3,50
6761,1,9,121.761,MAS,C3,49
6762,1,8,124.847,FEM,C3,49
6763,1,12,876.601,MAS,C2,49
6764,3,7,329.928,FEM,D,49
6765,11,1,0.529,FEM,D,48
6766,1,6,92.06,FEM,C2,49
6767,1,2,64.739,FEM,,48
